event_month,county,program,total_services,avg_risk_score,avg_social_need,total_prior_utilization,target_next_month_demand,record_count,total_services_lag1,total_services_rolling3,avg_risk_score_lag1,avg_risk_score_rolling3,avg_social_need_lag1,avg_social_need_rolling3,total_prior_utilization_lag1,total_prior_utilization_rolling3
2025-02-01,Los Angeles,Clinic_Access,86,0.23320108577878282,0.476652875560821,52,845.0527947242017,28,99.0,92.5,0.3234111601705677,0.2783061229746753,0.4061042956229661,0.4413785855918936,54.0,53.0
2025-03-01,Los Angeles,Clinic_Access,110,0.2832792678223549,0.4677279173942501,67,1141.1509805190915,36,86.0,98.33333333333333,0.23320108577878282,0.27996383792390184,0.476652875560821,0.4501616961926791,52.0,57.666666666666664
2025-04-01,Los Angeles,Clinic_Access,68,0.2747797775452352,0.476948688550592,37,701.6308908483473,22,110.0,88.0,0.2832792678223549,0.263753377048791,0.4677279173942501,0.4737764938352211,67.0,52.0
2025-05-01,Los Angeles,Clinic_Access,82,0.29513668591074593,0.4139519691055638,58,855.2782436901157,28,68.0,86.66666666666667,0.2747797775452352,0.28439857709277866,0.476948688550592,0.45287619168346865,37.0,54.0
2025-06-01,Los Angeles,Clinic_Access,106,0.2818826265116657,0.4505176642454909,53,979.1829414178184,31,82.0,85.33333333333333,0.29513668591074593,0.2839330299892156,0.4139519691055638,0.4471394406338822,58.0,49.333333333333336
2025-07-01,Los Angeles,Clinic_Access,59,0.31656355639024303,0.46608095058929444,27,549.6068141780136,18,106.0,82.33333333333333,0.2818826265116657,0.2978609562708849,0.4505176642454909,0.4435168613134497,53.0,46.0
2025-08-01,Los Angeles,Clinic_Access,66,0.26465881181967144,0.5272635148645979,46,675.6327997661532,20,59.0,77.0,0.31656355639024303,0.28770166490719334,0.46608095058929444,0.4812873765664611,27.0,42.0
2025-09-01,Los Angeles,Clinic_Access,71,0.3024741558283707,0.4667037046734096,43,722.6924776190156,23,66.0,65.33333333333333,0.26465881181967144,0.29456550801276177,0.5272635148645979,0.48668272337576735,46.0,38.666666666666664
2025-10-01,Los Angeles,Clinic_Access,86,0.31642560800727254,0.44333170084004664,51,889.5749351596762,30,71.0,74.33333333333333,0.3024741558283707,0.2945195252184382,0.4667037046734096,0.4790996401260181,43.0,46.666666666666664
2025-11-01,Los Angeles,Clinic_Access,70,0.3474701035855611,0.5445756877313069,48,721.7602534023035,21,86.0,75.66666666666667,0.31642560800727254,0.3221232891404015,0.44333170084004664,0.48487036441492104,51.0,47.333333333333336
2025-12-01,Los Angeles,Clinic_Access,113,0.3344902010112146,0.45167210454450146,69,1099.501186697993,33,70.0,89.66666666666667,0.3474701035855611,0.3327953042013494,0.5445756877313069,0.47985983103861835,48.0,56.0
2026-01-01,Los Angeles,Clinic_Access,88,0.27365652241864596,0.44067651440934036,40,910.9507020624965,32,113.0,90.33333333333333,0.3344902010112146,0.3185389423384739,0.45167210454450146,0.4789747688950496,69.0,52.333333333333336
2026-02-01,Los Angeles,Clinic_Access,86,0.3282289193511833,0.39125446883606546,57,864.7448266764425,28,88.0,95.66666666666667,0.27365652241864596,0.31212521426034795,0.44067651440934036,0.42786769592996904,40.0,55.333333333333336
2026-03-01,Los Angeles,Clinic_Access,97,0.3217855407252593,0.42271760735542013,45,928.8490332726444,30,86.0,90.33333333333333,0.3282289193511833,0.30789032749836287,0.39125446883606546,0.41821619686694195,57.0,47.333333333333336
2026-04-01,Los Angeles,Clinic_Access,67,0.3615773125015835,0.46420503286642956,48,784.0198088782831,24,97.0,83.33333333333333,0.3217855407252593,0.3371972575260087,0.42271760735542013,0.42605903635263837,45.0,50.0
2026-05-01,Los Angeles,Clinic_Access,83,0.3280010410987302,0.4637911706718778,51,831.5570327533813,26,67.0,82.33333333333333,0.3615773125015835,0.3371212981085243,0.46420503286642956,0.45023793696457576,48.0,48.0
2026-06-01,Los Angeles,Clinic_Access,70,0.27354182568735586,0.43782367805847733,55,737.0480229417379,23,83.0,73.33333333333333,0.3280010410987302,0.3210400597625565,0.4637911706718778,0.45527329386559484,51.0,51.333333333333336
2025-02-01,Los Angeles,Enrollment_Support,65,0.2833908131342629,0.4470318201506765,36,671.9127250340463,23,81.0,73.0,0.25753561076184045,0.2704632119480517,0.4599132700072538,0.4534725450789652,35.0,35.5
2025-03-01,Los Angeles,Enrollment_Support,109,0.35765298261025585,0.42465169694129434,73,1055.684279123625,33,65.0,85.0,0.2833908131342629,0.2995264688354531,0.4470318201506765,0.44386559569974154,36.0,48.0
2025-04-01,Los Angeles,Enrollment_Support,99,0.30940871248426216,0.4786885601100447,59,1051.7969728755047,33,109.0,91.0,0.35765298261025585,0.31681750274292697,0.42465169694129434,0.4501240257340052,73.0,56.0
2025-05-01,Los Angeles,Enrollment_Support,102,0.34191755900130416,0.4551152737654742,57,961.2755539257324,30,99.0,103.33333333333333,0.30940871248426216,0.33632641803194074,0.4786885601100447,0.4528185102722711,59.0,63.0
2025-06-01,Los Angeles,Enrollment_Support,99,0.32548014956829363,0.4625997759898775,59,1041.2454635663646,34,102.0,100.0,0.34191755900130416,0.3256021403512866,0.4551152737654742,0.4654678699551322,57.0,58.333333333333336
2025-07-01,Los Angeles,Enrollment_Support,89,0.3378373890938697,0.4361366964135452,57,973.471808407103,31,99.0,96.66666666666667,0.32548014956829363,0.33507836588782247,0.4625997759898775,0.45128391538963225,59.0,57.666666666666664
2025-08-01,Los Angeles,Enrollment_Support,102,0.2777095545262367,0.46053787176562233,66,1027.5319616585534,32,89.0,96.66666666666667,0.3378373890938697,0.31367569772946663,0.4361366964135452,0.4530914480563483,57.0,60.666666666666664
2025-09-01,Los Angeles,Enrollment_Support,89,0.3163390295415913,0.48554809158199697,55,956.4173445590473,30,102.0,93.33333333333333,0.2777095545262367,0.3106286577205659,0.46053787176562233,0.4607408865870548,66.0,59.333333333333336
2025-10-01,Los Angeles,Enrollment_Support,110,0.32282631500728265,0.48631905409921533,59,1109.4813270851116,36,89.0,100.33333333333333,0.3163390295415913,0.3056249663583702,0.48554809158199697,0.47746833914894493,55.0,60.0
2025-11-01,Los Angeles,Enrollment_Support,68,0.27591268295569443,0.45819328893113886,49,715.7390990924326,24,110.0,89.0,0.32282631500728265,0.3050260091681895,0.48631905409921533,0.47668681153745035,59.0,54.333333333333336
2025-12-01,Los Angeles,Enrollment_Support,78,0.3001564038282293,0.3985673309594851,40,733.4466331517992,24,68.0,85.33333333333333,0.27591268295569443,0.2996318005970688,0.45819328893113886,0.4476932246632798,49.0,49.333333333333336
2026-01-01,Los Angeles,Enrollment_Support,99,0.3735299738980887,0.4714358131616634,50,855.7376047702262,25,78.0,81.66666666666667,0.3001564038282293,0.3165330202273375,0.3985673309594851,0.4427321443507624,40.0,46.333333333333336
2026-02-01,Los Angeles,Enrollment_Support,87,0.3205996171605191,0.47519003364326273,52,895.1439037483851,28,99.0,88.0,0.3735299738980887,0.331428664962279,0.4714358131616634,0.4483977259214704,50.0,47.333333333333336
2026-03-01,Los Angeles,Enrollment_Support,78,0.34942212283701396,0.45387723962136184,50,861.319732809432,29,87.0,88.0,0.3205996171605191,0.34785057129854063,0.47519003364326273,0.466834362142096,52.0,50.666666666666664
2026-04-01,Los Angeles,Enrollment_Support,84,0.33819511137883146,0.46815791148283453,45,789.3290166103228,27,78.0,83.0,0.34942212283701396,0.3360722837921215,0.45387723962136184,0.4657417282491531,50.0,49.0
2026-05-01,Los Angeles,Enrollment_Support,124,0.2882208565876595,0.49087474488588356,72,1172.4512454336107,35,84.0,95.33333333333333,0.33819511137883146,0.3252793636011683,0.46815791148283453,0.4709699653300266,45.0,55.666666666666664
2026-06-01,Los Angeles,Enrollment_Support,91,0.34054996198866355,0.4730305275222413,58,971.1863324769283,30,124.0,99.66666666666667,0.2882208565876595,0.3223219766517182,0.49087474488588356,0.4773543946303198,72.0,58.333333333333336
2025-02-01,Los Angeles,Preventive_Care,79,0.2618739775338215,0.46877369712466993,47,732.6539517764202,25,102.0,90.5,0.32554994657947584,0.2937119620566487,0.45791618348051755,0.46334494030259377,54.0,50.5
2025-03-01,Los Angeles,Preventive_Care,59,0.353254297490424,0.4971550676179198,37,717.1754860429347,24,79.0,80.0,0.2618739775338215,0.3135594072012404,0.46877369712466993,0.47461498274103575,47.0,46.0
2025-04-01,Los Angeles,Preventive_Care,100,0.321530980871085,0.45177109356943457,76,1025.1537112082276,31,59.0,79.33333333333333,0.353254297490424,0.3122197519651102,0.4971550676179198,0.47256661943734146,37.0,53.333333333333336
2025-05-01,Los Angeles,Preventive_Care,71,0.21865835515422544,0.4299261928407824,46,692.487923030786,23,100.0,76.66666666666667,0.321530980871085,0.2978145445052448,0.45177109356943457,0.45961745134271226,76.0,53.0
2025-06-01,Los Angeles,Preventive_Care,100,0.3283909974910936,0.4616978105456256,55,977.3042330685663,31,71.0,90.33333333333333,0.21865835515422544,0.2895267778388014,0.4299261928407824,0.4477983656519475,46.0,59.0
2025-07-01,Los Angeles,Preventive_Care,90,0.32125444012319504,0.4019565659179834,51,922.6872955510676,30,100.0,87.0,0.3283909974910936,0.2894345975895047,0.4616978105456256,0.4311935231014638,55.0,50.666666666666664
2025-08-01,Los Angeles,Preventive_Care,99,0.3067559727866247,0.418779252499669,64,1021.1768664184937,33,90.0,96.33333333333333,0.32125444012319504,0.31880047013363777,0.4019565659179834,0.4274778763210927,51.0,56.666666666666664
2025-09-01,Los Angeles,Preventive_Care,109,0.3180465309383785,0.4390412561209138,67,1063.2532988671824,34,99.0,99.33333333333333,0.3067559727866247,0.3153523146160661,0.418779252499669,0.41992569151285547,64.0,60.666666666666664
2025-10-01,Los Angeles,Preventive_Care,161,0.2893268698473262,0.42972999310286114,81,1407.6278940114819,44,109.0,123.0,0.3180465309383785,0.30470979119077646,0.4390412561209138,0.42918350057448135,67.0,70.66666666666667
2025-11-01,Los Angeles,Preventive_Care,143,0.31650948038856347,0.43596447400922317,75,1173.2016710438986,35,161.0,137.66666666666666,0.2893268698473262,0.3079609603914227,0.42972999310286114,0.4349119077443327,81.0,74.33333333333333
2025-12-01,Los Angeles,Preventive_Care,92,0.2941815274689704,0.37840996928985937,34,667.0352718571307,21,143.0,132.0,0.31650948038856347,0.3000059592349534,0.43596447400922317,0.41470147880064795,75.0,63.333333333333336
2026-01-01,Los Angeles,Preventive_Care,111,0.31890332651356995,0.4815755537099788,50,974.682674926662,28,92.0,115.33333333333333,0.2941815274689704,0.3098647781237013,0.37840996928985937,0.4319833323363538,34.0,53.0
2026-02-01,Los Angeles,Preventive_Care,60,0.32900653144510295,0.4307669800153664,32,612.3769311194878,19,111.0,87.66666666666667,0.31890332651356995,0.31403046180921446,0.4815755537099788,0.4302508343384015,50.0,38.666666666666664
2026-03-01,Los Angeles,Preventive_Care,96,0.305542343879355,0.4849842294670735,51,905.4623087722949,29,60.0,89.0,0.32900653144510295,0.31781740061267594,0.4307669800153664,0.46577558773080624,32.0,44.333333333333336
2026-04-01,Los Angeles,Preventive_Care,64,0.2773786499706118,0.4820026714638551,36,667.5463892745574,22,96.0,73.33333333333333,0.305542343879355,0.3039758417650233,0.4849842294670735,0.4659179603154317,51.0,39.666666666666664
2026-05-01,Los Angeles,Preventive_Care,93,0.3188807990756742,0.49423275924408117,56,957.7124749415566,29,64.0,84.33333333333333,0.2773786499706118,0.30060059764188035,0.4820026714638551,0.4870732200583366,36.0,47.666666666666664
2026-06-01,Los Angeles,Preventive_Care,83,0.3669596501911426,0.45062964192892974,45,856.9943993929317,28,93.0,80.0,0.3188807990756742,0.32107303307914287,0.49423275924408117,0.4756216908789554,56.0,45.666666666666664
2025-02-01,Los Angeles,Telehealth,87,0.3580034673359233,0.3608174007354685,45,797.1141364833966,27,62.0,74.5,0.3618622172665915,0.35993284230125744,0.5027186200087647,0.43176801037211654,29.0,37.0
2025-03-01,Los Angeles,Telehealth,106,0.30107042383513766,0.4731035340276176,52,1028.0511004005248,33,87.0,85.0,0.3580034673359233,0.3403120361458842,0.3608174007354685,0.4455465182572836,45.0,42.0
2025-04-01,Los Angeles,Telehealth,79,0.33797304758968705,0.45352403306190797,30,664.9957884762031,23,106.0,90.66666666666667,0.30107042383513766,0.332348979586916,0.4731035340276176,0.4291483226083314,52.0,42.333333333333336
2025-05-01,Los Angeles,Telehealth,113,0.31143177462482213,0.4474773390410921,77,1160.0986210566982,35,79.0,99.33333333333333,0.33797304758968705,0.31682508201654896,0.45352403306190797,0.4580349687102059,30.0,53.0
2025-06-01,Los Angeles,Telehealth,121,0.25620056862830476,0.45261878828533153,69,1141.306747611517,36,113.0,104.33333333333333,0.31143177462482213,0.3018684636142713,0.4474773390410921,0.4512067201294439,77.0,58.666666666666664
2025-07-01,Los Angeles,Telehealth,104,0.26840219005950966,0.46497458204726605,58,1015.3438377104412,31,121.0,112.66666666666667,0.25620056862830476,0.27867817777087883,0.45261878828533153,0.45502356979122993,69.0,68.0
2025-08-01,Los Angeles,Telehealth,85,0.30082036784794447,0.46212182736795615,37,810.7962176477342,26,104.0,103.33333333333333,0.26840219005950966,0.27514104217858626,0.46497458204726605,0.4599050659001846,58.0,54.666666666666664
2025-09-01,Los Angeles,Telehealth,117,0.3195272961878619,0.4672892028291454,55,1035.2177135557024,32,85.0,102.0,0.30082036784794447,0.29624995136510535,0.46212182736795615,0.46479520408145586,37.0,50.0
2025-10-01,Los Angeles,Telehealth,115,0.29512486163679563,0.4341435699003354,71,1115.6357109315782,35,117.0,105.66666666666667,0.3195272961878619,0.305157508557534,0.4672892028291454,0.454518200032479,55.0,54.333333333333336
2025-11-01,Los Angeles,Telehealth,83,0.3522428203540434,0.44149492086291786,50,805.3536107847025,26,115.0,105.0,0.29512486163679563,0.32229832605956704,0.4341435699003354,0.44764256453079954,71.0,58.666666666666664
2025-12-01,Los Angeles,Telehealth,92,0.29870679521570326,0.45954446776973124,45,852.8001932222353,28,83.0,96.66666666666667,0.3522428203540434,0.31535815906884745,0.44149492086291786,0.44506098617766154,50.0,55.333333333333336
2026-01-01,Los Angeles,Telehealth,92,0.2939605823474672,0.46730057459131763,50,943.2363778661685,31,92.0,89.0,0.29870679521570326,0.3149700659724046,0.45954446776973124,0.4561133210746555,45.0,48.333333333333336
